Date,Open,High,Low,Close,Adj Close,Volume,Stock
2018-08-17,5356.490234375,5366.56005859375,5313.990234375,5344.93017578125,5344.93017578125,64188500,CAC 40 Index
2018-08-20,5362.3701171875,5397.77978515625,5356.31982421875,5379.64990234375,5379.64990234375,48284100,CAC 40 Index
2018-08-21,5372.02001953125,5427.259765625,5367.3798828125,5408.60009765625,5408.60009765625,56477500,CAC 40 Index
2018-08-22,5401.43017578125,5431.52001953125,5401.43017578125,5420.60986328125,5420.60986328125,71435300,CAC 40 Index
2018-08-23,5422.39013671875,5436.72021484375,5415.43017578125,5419.330078125,5419.330078125,52041400,CAC 40 Index
2018-08-24,5422.77978515625,5449.75,5421.2099609375,5432.5,5432.5,52056700,CAC 40 Index
2018-08-27,5455.39990234375,5487.4501953125,5448.490234375,5479.10009765625,5479.10009765625,43768100,CAC 40 Index
2018-08-28,5489.509765625,5506.759765625,5477.35009765625,5484.990234375,5484.990234375,62817700,CAC 40 Index
2018-08-29,5495.9501953125,5504.31982421875,5476.27001953125,5501.330078125,5501.330078125,52978800,CAC 40 Index
2018-08-30,5494.02001953125,5498.77001953125,5467.1201171875,5478.06005859375,5478.06005859375,64286100,CAC 40 Index
2018-08-31,5470.7998046875,5471.0498046875,5403.16015625,5406.85009765625,5406.85009765625,89131200,CAC 40 Index
2018-09-03,5400.7001953125,5417.4599609375,5387.2099609375,5413.7998046875,5413.7998046875,48627400,CAC 40 Index
2018-09-04,5423.669921875,5428.22021484375,5322.77001953125,5342.7001953125,5342.7001953125,79249300,CAC 40 Index
2018-09-05,5322.080078125,5324.0,5259.97998046875,5260.22021484375,5260.22021484375,103548700,CAC 40 Index
2018-09-06,5254.7001953125,5292.43017578125,5243.81005859375,5243.83984375,5243.83984375,79501100,CAC 40 Index
2018-09-07,5252.97998046875,5266.6298828125,5226.31005859375,5252.22021484375,5252.22021484375,83620300,CAC 40 Index
2018-09-10,5250.759765625,5291.2099609375,5241.18017578125,5269.6298828125,5269.6298828125,71394000,CAC 40 Index
2018-09-11,5284.240234375,5285.02001953125,5240.0400390625,5283.7900390625,5283.7900390625,74742700,CAC 40 Index
2018-09-12,5294.580078125,5338.6298828125,5293.6201171875,5332.1298828125,5332.1298828125,75458800,CAC 40 Index
2018-09-13,5327.93994140625,5366.33984375,5325.2998046875,5328.1201171875,5328.1201171875,75754300,CAC 40 Index
2018-09-14,5353.580078125,5362.2001953125,5338.25,5352.56982421875,5352.56982421875,66793100,CAC 40 Index
2018-09-17,5344.5498046875,5358.18017578125,5329.97021484375,5348.8701171875,5348.8701171875,66172300,CAC 40 Index
2018-09-18,5348.490234375,5389.759765625,5339.6201171875,5363.7900390625,5363.7900390625,80228500,CAC 40 Index
2018-09-19,5362.93994140625,5406.06005859375,5361.330078125,5393.740234375,5393.740234375,85324800,CAC 40 Index
2018-09-20,5398.2001953125,5461.10986328125,5398.2001953125,5451.58984375,5451.58984375,108602600,CAC 40 Index
2018-09-21,5463.66015625,5499.02978515625,5463.66015625,5494.169921875,5494.169921875,222510800,CAC 40 Index
2018-09-24,5480.64013671875,5488.18017578125,5463.43994140625,5476.169921875,5476.169921875,73646100,CAC 40 Index
2018-09-25,5468.91015625,5497.14990234375,5468.77978515625,5479.10009765625,5479.10009765625,74313200,CAC 40 Index
2018-09-26,5482.990234375,5512.75,5471.56982421875,5512.72998046875,5512.72998046875,77971500,CAC 40 Index
2018-09-27,5500.25,5546.7998046875,5485.830078125,5540.41015625,5540.41015625,74700600,CAC 40 Index
2018-09-28,5514.5498046875,5527.240234375,5458.2099609375,5493.490234375,5493.490234375,112190100,CAC 40 Index
2018-10-01,5494.93017578125,5519.93994140625,5491.169921875,5506.81982421875,5506.81982421875,75188000,CAC 40 Index
2018-10-02,5473.7900390625,5480.240234375,5440.77978515625,5467.89013671875,5467.89013671875,83460200,CAC 40 Index
2018-10-03,5485.02001953125,5509.080078125,5468.47021484375,5491.39990234375,5491.39990234375,65565700,CAC 40 Index
2018-10-04,5471.8798828125,5477.919921875,5404.83984375,5410.85009765625,5410.85009765625,94188600,CAC 40 Index
2018-10-05,5407.580078125,5412.31005859375,5354.7900390625,5359.35986328125,5359.35986328125,84127700,CAC 40 Index
2018-10-08,5339.490234375,5349.31005859375,5291.740234375,5300.25,5300.25,69434100,CAC 40 Index
2018-10-09,5304.10986328125,5328.3701171875,5260.52978515625,5318.5498046875,5318.5498046875,78857600,CAC 40 Index
2018-10-10,5319.27001953125,5319.8798828125,5200.10986328125,5206.22021484375,5206.22021484375,104816300,CAC 40 Index
2018-10-11,5128.22021484375,5175.35986328125,5101.89990234375,5106.3701171875,5106.3701171875,141209700,CAC 40 Index
2018-10-12,5160.22998046875,5164.02978515625,5095.740234375,5095.97998046875,5095.97998046875,98283100,CAC 40 Index
2018-10-15,5095.1201171875,5105.93017578125,5058.0498046875,5095.06982421875,5095.06982421875,79093900,CAC 40 Index
2018-10-16,5094.43994140625,5176.7998046875,5082.41015625,5173.0498046875,5173.0498046875,88042700,CAC 40 Index
2018-10-17,5187.10986328125,5205.3798828125,5117.22998046875,5144.9501953125,5144.9501953125,90604000,CAC 40 Index
2018-10-18,5150.22998046875,5175.58984375,5115.31005859375,5116.7900390625,5116.7900390625,99240000,CAC 40 Index
2018-10-19,5119.64013671875,5133.58984375,5057.4501953125,5084.66015625,5084.66015625,130238900,CAC 40 Index
2018-10-22,5130.2900390625,5135.68994140625,5052.240234375,5053.31005859375,5053.31005859375,74610400,CAC 40 Index
2018-10-23,4991.91015625,5009.43017578125,4955.669921875,4967.68994140625,4967.68994140625,114932000,CAC 40 Index
2018-10-24,4995.77001953125,5043.3701171875,4951.16015625,4953.08984375,4953.08984375,116382700,CAC 40 Index
2018-10-25,4933.9501953125,5033.52001953125,4925.56005859375,5032.2998046875,5032.2998046875,125445400,CAC 40 Index
2018-10-26,4978.39013671875,4978.39013671875,4896.7998046875,4967.3701171875,4967.3701171875,131619600,CAC 40 Index
2018-10-29,4958.509765625,5030.02001953125,4958.509765625,4989.35009765625,4989.35009765625,83255000,CAC 40 Index
2018-10-30,4996.919921875,5010.43994140625,4929.93994140625,4978.52978515625,4978.52978515625,96430500,CAC 40 Index
2018-10-31,5049.740234375,5106.759765625,5047.35009765625,5093.43994140625,5093.43994140625,130251200,CAC 40 Index
2018-11-01,5076.5498046875,5119.68017578125,5060.759765625,5085.77978515625,5085.77978515625,86117000,CAC 40 Index
2018-11-02,5147.02001953125,5162.18017578125,5101.27978515625,5102.1298828125,5102.1298828125,94431400,CAC 40 Index
2018-11-05,5101.8701171875,5124.18994140625,5092.35986328125,5101.39013671875,5101.39013671875,68302600,CAC 40 Index
2018-11-06,5110.7998046875,5110.7998046875,5066.39013671875,5075.18994140625,5075.18994140625,67159700,CAC 40 Index
2018-11-07,5100.080078125,5150.64013671875,5098.89990234375,5137.93994140625,5137.93994140625,88816200,CAC 40 Index
2018-11-08,5147.18994140625,5168.10986328125,5120.14013671875,5131.4501953125,5131.4501953125,87240200,CAC 40 Index
2018-11-09,5103.43017578125,5112.56982421875,5072.2099609375,5106.75,5106.75,84712400,CAC 40 Index
2018-11-12,5130.3798828125,5140.4501953125,5058.490234375,5059.08984375,5059.08984375,77068100,CAC 40 Index
2018-11-13,5077.56982421875,5106.77001953125,5054.89990234375,5101.85009765625,5101.85009765625,78747800,CAC 40 Index
2018-11-14,5062.43994140625,5131.0400390625,5026.22021484375,5068.85009765625,5068.85009765625,88350000,CAC 40 Index
2018-11-15,5097.08984375,5106.56005859375,4993.47998046875,5033.6201171875,5033.6201171875,99859900,CAC 40 Index
2018-11-16,5068.64013671875,5081.0,4986.18994140625,5025.2001953125,5025.2001953125,99615100,CAC 40 Index
2018-11-19,5040.68017578125,5062.75,4979.97998046875,4985.4501953125,4985.4501953125,75776800,CAC 40 Index
2018-11-20,4962.85009765625,4967.97998046875,4894.2998046875,4924.89013671875,4924.89013671875,97368100,CAC 40 Index
2018-11-21,4949.72021484375,4978.919921875,4930.25,4975.5,4975.5,82217400,CAC 40 Index
2018-11-22,4958.89013671875,4961.35009765625,4923.7998046875,4938.14013671875,4938.14013671875,60539000,CAC 40 Index
2018-11-23,4939.7900390625,4968.5,4913.72021484375,4946.9501953125,4946.9501953125,61973700,CAC 40 Index
2018-11-26,4982.5400390625,5023.77978515625,4973.7099609375,4994.97998046875,4994.97998046875,94237200,CAC 40 Index
2018-11-27,4992.52978515625,5013.68994140625,4958.7099609375,4983.14990234375,4983.14990234375,85316600,CAC 40 Index
2018-11-28,4998.14013671875,5007.47021484375,4977.93017578125,4983.240234375,4983.240234375,84265900,CAC 40 Index
2018-11-29,5026.66015625,5036.81005859375,4995.9501953125,5006.25,5006.25,82130300,CAC 40 Index
2018-11-30,5016.4501953125,5016.85986328125,4974.990234375,5003.919921875,5003.919921875,107965900,CAC 40 Index
2018-12-03,5112.580078125,5115.1298828125,5043.2001953125,5053.97998046875,5053.97998046875,101898900,CAC 40 Index
2018-12-04,5036.9501953125,5043.259765625,5012.47998046875,5012.66015625,5012.66015625,84238000,CAC 40 Index
2018-12-05,4963.18017578125,4976.6298828125,4941.4501953125,4944.3701171875,4944.3701171875,78499500,CAC 40 Index
2018-12-06,4898.35009765625,4898.35009765625,4760.97998046875,4780.4599609375,4780.4599609375,140516600,CAC 40 Index
2018-12-07,4813.6201171875,4877.1298828125,4812.3798828125,4813.1298828125,4813.1298828125,95511500,CAC 40 Index
2018-12-10,4797.919921875,4809.97998046875,4732.02001953125,4742.3798828125,4742.3798828125,108458800,CAC 40 Index
2018-12-11,4781.93994140625,4853.919921875,4770.06982421875,4806.2001953125,4806.2001953125,101943600,CAC 40 Index
2018-12-12,4834.240234375,4924.66015625,4829.1201171875,4909.4501953125,4909.4501953125,106795300,CAC 40 Index
2018-12-13,4926.85986328125,4935.47998046875,4890.43994140625,4896.919921875,4896.919921875,88192400,CAC 40 Index
2018-12-14,4853.1201171875,4873.16015625,4822.89013671875,4853.7001953125,4853.7001953125,89679200,CAC 40 Index
2018-12-17,4840.1201171875,4847.5,4788.8798828125,4799.8701171875,4799.8701171875,83817900,CAC 40 Index
2018-12-18,4773.18994140625,4804.97998046875,4754.080078125,4754.080078125,4754.080078125,109281600,CAC 40 Index
2018-12-19,4766.72998046875,4794.009765625,4761.6298828125,4777.4501953125,4777.4501953125,96198400,CAC 40 Index
2018-12-20,4709.75,4719.60986328125,4685.60986328125,4692.4599609375,4692.4599609375,120847000,CAC 40 Index
2018-12-21,4672.77001953125,4696.18017578125,4628.240234375,4694.3798828125,4694.3798828125,187129800,CAC 40 Index
2018-12-24,4650.419921875,4664.2001953125,4622.02978515625,4626.39013671875,4626.39013671875,24595900,CAC 40 Index
2018-12-27,4689.2001953125,4692.43017578125,4555.990234375,4598.60986328125,4598.60986328125,89451800,CAC 40 Index
2018-12-28,4641.0498046875,4700.490234375,4623.97021484375,4678.740234375,4678.740234375,67583000,CAC 40 Index
2018-12-31,4708.740234375,4731.490234375,4696.1201171875,4730.68994140625,4730.68994140625,23249900,CAC 40 Index
2019-01-02,4642.18017578125,4699.97998046875,4606.2001953125,4689.39013671875,4689.39013671875,76980400,CAC 40 Index
2019-01-03,4641.7998046875,4671.27978515625,4607.68017578125,4611.490234375,4611.490234375,78741500,CAC 40 Index
2019-01-04,4649.6298828125,4750.509765625,4636.7900390625,4737.1201171875,4737.1201171875,95967400,CAC 40 Index
2019-01-07,4757.009765625,4760.27001953125,4690.22021484375,4719.169921875,4719.169921875,73900700,CAC 40 Index
2019-01-08,4722.16015625,4810.27001953125,4719.22998046875,4773.27001953125,4773.27001953125,98114900,CAC 40 Index
2019-01-09,4811.18017578125,4843.47998046875,4801.830078125,4813.580078125,4813.580078125,94180800,CAC 40 Index
2019-01-10,4788.759765625,4805.66015625,4759.759765625,4805.66015625,4805.66015625,76138500,CAC 40 Index
2019-01-11,4814.66015625,4821.27978515625,4760.83984375,4781.33984375,4781.33984375,77037500,CAC 40 Index
2019-01-14,4740.31005859375,4773.14990234375,4730.5498046875,4762.75,4762.75,69500100,CAC 40 Index
2019-01-15,4799.580078125,4816.72998046875,4754.68994140625,4786.169921875,4786.169921875,83421600,CAC 40 Index
2019-01-16,4811.58984375,4816.490234375,4784.7900390625,4810.740234375,4810.740234375,81097500,CAC 40 Index
2019-01-17,4782.6298828125,4801.669921875,4772.64013671875,4794.3701171875,4794.3701171875,82674400,CAC 40 Index
2019-01-18,4825.97021484375,4881.56982421875,4824.259765625,4875.93017578125,4875.93017578125,106129400,CAC 40 Index
2019-01-21,4865.7900390625,4872.6201171875,4859.759765625,4867.77978515625,4867.77978515625,49416900,CAC 40 Index
2019-01-22,4841.18017578125,4863.2998046875,4824.06005859375,4847.52978515625,4847.52978515625,67998400,CAC 40 Index
2019-01-23,4831.919921875,4875.41015625,4820.14013671875,4840.3798828125,4840.3798828125,78599700,CAC 40 Index
2019-01-24,4839.58984375,4883.89990234375,4832.39990234375,4871.9599609375,4871.9599609375,82884500,CAC 40 Index
2019-01-25,4895.58984375,4931.7998046875,4890.89990234375,4925.81982421875,4925.81982421875,82965000,CAC 40 Index
2019-01-28,4903.9501953125,4912.10009765625,4878.6201171875,4888.580078125,4888.580078125,64841000,CAC 40 Index
2019-01-29,4889.33984375,4949.4501953125,4879.66015625,4928.18017578125,4928.18017578125,66407300,CAC 40 Index
2019-01-30,4943.68017578125,4974.759765625,4942.64013671875,4974.759765625,4974.759765625,68861600,CAC 40 Index
2019-01-31,4993.08984375,5016.27978515625,4955.5,4992.72021484375,4992.72021484375,102641200,CAC 40 Index
2019-02-01,5004.64990234375,5023.3701171875,4980.5,5019.259765625,5019.259765625,79792300,CAC 40 Index
2019-02-04,5014.31005859375,5019.39990234375,4970.7001953125,5000.18994140625,5000.18994140625,70664200,CAC 40 Index
2019-02-05,5009.830078125,5083.33984375,4997.52978515625,5083.33984375,5083.33984375,87212600,CAC 40 Index
2019-02-06,5060.64990234375,5083.81005859375,5058.0400390625,5079.0498046875,5079.0498046875,85303500,CAC 40 Index
2019-02-07,5075.75,5083.89013671875,4985.56005859375,4985.56005859375,4985.56005859375,111261700,CAC 40 Index
2019-02-08,4980.81005859375,5005.64013671875,4946.14013671875,4961.64013671875,4961.64013671875,100191000,CAC 40 Index
2019-02-11,4988.08984375,5023.2900390625,4986.2998046875,5014.47021484375,5014.47021484375,70045200,CAC 40 Index
2019-02-12,5052.330078125,5073.7900390625,5039.990234375,5056.35009765625,5056.35009765625,81414900,CAC 40 Index
2019-02-13,5071.5400390625,5092.18994140625,5061.60009765625,5074.27001953125,5074.27001953125,84733400,CAC 40 Index
2019-02-14,5117.7900390625,5117.7900390625,5062.52001953125,5062.52001953125,5062.52001953125,90012000,CAC 40 Index
2019-02-15,5061.5400390625,5164.580078125,5059.5,5153.18994140625,5153.18994140625,110465200,CAC 40 Index
2019-02-18,5149.06005859375,5170.9599609375,5147.81005859375,5168.5400390625,5168.5400390625,60816200,CAC 40 Index
2019-02-19,5162.31005859375,5176.41015625,5137.169921875,5160.52001953125,5160.52001953125,67491900,CAC 40 Index
2019-02-20,5168.58984375,5202.89990234375,5159.06005859375,5195.9501953125,5195.9501953125,74722600,CAC 40 Index
2019-02-21,5200.1201171875,5206.3798828125,5180.6201171875,5196.10986328125,5196.10986328125,95156300,CAC 40 Index
2019-02-22,5190.93994140625,5226.7998046875,5190.27978515625,5215.85009765625,5215.85009765625,75215100,CAC 40 Index
2019-02-25,5228.25,5242.22021484375,5219.39013671875,5231.85009765625,5231.85009765625,72266600,CAC 40 Index
2019-02-26,5212.85986328125,5248.5,5197.2900390625,5238.72021484375,5238.72021484375,74612300,CAC 40 Index
2019-02-27,5218.1201171875,5236.830078125,5211.5400390625,5225.35009765625,5225.35009765625,86877000,CAC 40 Index
2019-02-28,5204.77001953125,5247.5498046875,5204.77001953125,5240.52978515625,5240.52978515625,110811900,CAC 40 Index
2019-03-01,5267.14013671875,5286.68994140625,5262.47021484375,5265.18994140625,5265.18994140625,88315600,CAC 40 Index
2019-03-04,5291.1298828125,5310.64013671875,5283.35009765625,5286.56982421875,5286.56982421875,63344600,CAC 40 Index
2019-03-05,5288.5498046875,5297.990234375,5267.56982421875,5297.52001953125,5297.52001953125,74259300,CAC 40 Index
2019-03-06,5288.39990234375,5314.97021484375,5281.9501953125,5288.81005859375,5288.81005859375,18519200,CAC 40 Index
2019-03-07,5282.14013671875,5306.08984375,5249.31982421875,5267.919921875,5267.919921875,100441400,CAC 40 Index
2019-03-08,5233.97021484375,5252.35009765625,5221.02978515625,5231.22021484375,5231.22021484375,99881400,CAC 40 Index
2019-03-11,5253.490234375,5268.58984375,5230.16015625,5265.9599609375,5265.9599609375,71957700,CAC 40 Index
2019-03-12,5290.93994140625,5294.830078125,5245.759765625,5270.25,5270.25,79641900,CAC 40 Index
2019-03-13,5263.009765625,5309.77001953125,5261.89013671875,5306.3798828125,5306.3798828125,72032100,CAC 40 Index
2019-03-14,5308.75,5358.41015625,5308.75,5349.77978515625,5349.77978515625,80679300,CAC 40 Index
2019-03-15,5352.8798828125,5421.509765625,5351.8798828125,5405.31982421875,5405.31982421875,213640300,CAC 40 Index
2019-03-18,5403.5400390625,5416.490234375,5401.47021484375,5412.830078125,5412.830078125,71187100,CAC 40 Index
2019-03-19,5406.22998046875,5443.10009765625,5403.580078125,5425.89990234375,5425.89990234375,70707600,CAC 40 Index
2019-03-20,5417.2099609375,5429.43994140625,5382.66015625,5382.66015625,5382.66015625,80810600,CAC 40 Index
2019-03-21,5378.41015625,5393.330078125,5349.0,5378.85009765625,5378.85009765625,75608100,CAC 40 Index
2019-03-22,5394.4599609375,5398.47021484375,5264.1298828125,5269.919921875,5269.919921875,109347500,CAC 40 Index
2019-03-25,5211.759765625,5276.740234375,5211.759765625,5260.64013671875,5260.64013671875,77602300,CAC 40 Index
2019-03-26,5271.14013671875,5315.2900390625,5257.7900390625,5307.3798828125,5307.3798828125,64772700,CAC 40 Index
2019-03-27,5312.7001953125,5340.0498046875,5279.64990234375,5301.240234375,5301.240234375,92888500,CAC 40 Index
2019-03-28,5299.02978515625,5327.72998046875,5291.64013671875,5296.5400390625,5296.5400390625,74378700,CAC 40 Index
2019-03-29,5334.56005859375,5356.06982421875,5315.10986328125,5350.52978515625,5350.52978515625,79046600,CAC 40 Index
2019-04-01,5394.5,5414.52978515625,5376.18017578125,5405.52978515625,5405.52978515625,77183600,CAC 40 Index
2019-04-02,5409.68017578125,5433.509765625,5403.43994140625,5423.47021484375,5423.47021484375,67149200,CAC 40 Index
2019-04-03,5458.02001953125,5473.919921875,5451.43994140625,5468.91015625,5468.91015625,87758700,CAC 40 Index
2019-04-04,5460.830078125,5474.41015625,5448.39990234375,5463.7998046875,5463.7998046875,69798300,CAC 40 Index
2019-04-05,5469.33984375,5486.0,5464.85009765625,5476.2001953125,5476.2001953125,77567000,CAC 40 Index
2019-04-08,5471.740234375,5486.6298828125,5462.3798828125,5471.77978515625,5471.77978515625,58463400,CAC 40 Index
2019-04-09,5453.0,5491.85009765625,5436.419921875,5436.419921875,5436.419921875,68930800,CAC 40 Index
2019-04-10,5442.68017578125,5461.33984375,5440.31982421875,5449.8798828125,5449.8798828125,70801100,CAC 40 Index
2019-04-11,5474.330078125,5498.89013671875,5446.2001953125,5485.72021484375,5485.72021484375,75234800,CAC 40 Index
2019-04-12,5478.9501953125,5510.990234375,5474.35986328125,5502.7001953125,5502.7001953125,81746200,CAC 40 Index
2019-04-15,5501.509765625,5518.3701171875,5497.52978515625,5508.72998046875,5508.72998046875,67400500,CAC 40 Index
2019-04-16,5510.72021484375,5532.31005859375,5503.35009765625,5528.669921875,5528.669921875,76025200,CAC 40 Index
2019-04-17,5528.009765625,5569.27978515625,5522.60986328125,5563.08984375,5563.08984375,86734600,CAC 40 Index
2019-04-18,5548.66015625,5601.3798828125,5527.93994140625,5580.3798828125,5580.3798828125,105619800,CAC 40 Index
2019-04-23,5577.52001953125,5596.2099609375,5564.93994140625,5591.68994140625,5591.68994140625,87060900,CAC 40 Index
2019-04-24,5581.16015625,5597.60009765625,5557.2099609375,5576.06005859375,5576.06005859375,84201400,CAC 40 Index
2019-04-25,5569.2099609375,5571.85986328125,5538.2998046875,5557.669921875,5557.669921875,75881200,CAC 40 Index
2019-04-26,5570.06982421875,5575.25,5546.81982421875,5569.35986328125,5569.35986328125,75422900,CAC 40 Index
2019-04-29,5567.08984375,5593.60009765625,5547.1201171875,5580.97998046875,5580.97998046875,67208000,CAC 40 Index
2019-04-30,5570.43017578125,5586.41015625,5553.10009765625,5586.41015625,5586.41015625,92198400,CAC 40 Index
2019-05-02,5568.2001953125,5573.16015625,5537.990234375,5538.85986328125,5538.85986328125,92443600,CAC 40 Index
2019-05-03,5537.4599609375,5563.1201171875,5535.580078125,5548.83984375,5548.83984375,67538000,CAC 40 Index
2019-05-06,5450.830078125,5489.5400390625,5422.58984375,5483.52001953125,5483.52001953125,77234200,CAC 40 Index
2019-05-07,5478.5498046875,5490.330078125,5387.990234375,5395.75,5395.75,93789000,CAC 40 Index
2019-05-08,5388.72021484375,5426.31982421875,5378.18017578125,5417.58984375,5417.58984375,76182500,CAC 40 Index
2019-05-09,5358.10009765625,5363.77001953125,5307.06005859375,5313.16015625,5313.16015625,96336000,CAC 40 Index
2019-05-10,5353.5,5372.25,5312.009765625,5327.43994140625,5327.43994140625,82554800,CAC 40 Index
2019-05-13,5332.2998046875,5334.06005859375,5247.66015625,5262.56982421875,5262.56982421875,87610900,CAC 40 Index
2019-05-14,5292.080078125,5341.35009765625,5288.919921875,5341.35009765625,5341.35009765625,86384000,CAC 40 Index
2019-05-15,5348.33984375,5374.259765625,5297.2998046875,5374.259765625,5374.259765625,103541000,CAC 40 Index
2019-05-16,5365.3701171875,5448.10986328125,5346.5400390625,5448.10986328125,5448.10986328125,89653900,CAC 40 Index
2019-05-17,5428.169921875,5450.64990234375,5401.66015625,5438.22998046875,5438.22998046875,96770400,CAC 40 Index
2019-05-20,5425.2998046875,5438.60009765625,5333.31005859375,5358.58984375,5358.58984375,88787600,CAC 40 Index
2019-05-21,5373.009765625,5394.91015625,5350.1298828125,5385.4599609375,5385.4599609375,79280900,CAC 40 Index
2019-05-22,5381.68994140625,5399.72021484375,5345.27978515625,5378.97998046875,5378.97998046875,69422500,CAC 40 Index
2019-05-23,5335.1201171875,5340.3798828125,5272.77978515625,5281.3701171875,5281.3701171875,95282100,CAC 40 Index
2019-05-24,5307.7998046875,5337.66015625,5302.52001953125,5316.509765625,5316.509765625,86386600,CAC 40 Index
2019-05-27,5341.39013671875,5364.22021484375,5323.169921875,5336.18994140625,5336.18994140625,55120600,CAC 40 Index
2019-05-28,5343.2998046875,5351.08984375,5300.7998046875,5312.68994140625,5312.68994140625,123522700,CAC 40 Index
2019-05-29,5249.27001953125,5252.52001953125,5203.81005859375,5222.1201171875,5222.1201171875,96891600,CAC 40 Index
2019-05-30,5241.9501953125,5258.0498046875,5229.740234375,5248.91015625,5248.91015625,53926800,CAC 40 Index
2019-05-31,5198.759765625,5208.06982421875,5160.91015625,5207.6298828125,5207.6298828125,92675600,CAC 40 Index
2019-06-03,5171.60986328125,5241.4599609375,5152.2998046875,5241.4599609375,5241.4599609375,82486400,CAC 40 Index
2019-06-04,5204.22021484375,5278.91015625,5191.60986328125,5268.259765625,5268.259765625,100999600,CAC 40 Index
2019-06-05,5271.259765625,5306.830078125,5265.60009765625,5292.0,5292.0,82999200,CAC 40 Index
2019-06-06,5293.72021484375,5332.68994140625,5264.6201171875,5278.43017578125,5278.43017578125,97740400,CAC 40 Index
2019-06-07,5299.7099609375,5389.9501953125,5299.7099609375,5364.0498046875,5364.0498046875,85504600,CAC 40 Index
2019-06-10,5382.2900390625,5397.35009765625,5369.81982421875,5382.5,5382.5,44478400,CAC 40 Index
2019-06-11,5382.8798828125,5431.5400390625,5381.31005859375,5408.4501953125,5408.4501953125,82532500,CAC 40 Index
2019-06-12,5379.14990234375,5394.85009765625,5358.81005859375,5374.919921875,5374.919921875,71298300,CAC 40 Index
2019-06-13,5361.60009765625,5392.509765625,5353.10986328125,5375.6298828125,5375.6298828125,69304200,CAC 40 Index
2019-06-14,5367.10009765625,5369.3798828125,5342.14990234375,5367.6201171875,5367.6201171875,65531100,CAC 40 Index
2019-06-17,5370.759765625,5408.75,5368.06982421875,5390.9501953125,5390.9501953125,60116200,CAC 40 Index
2019-06-18,5386.3798828125,5516.06005859375,5376.1201171875,5509.72998046875,5509.72998046875,112114700,CAC 40 Index
2019-06-19,5513.31982421875,5521.81005859375,5496.5400390625,5518.4501953125,5518.4501953125,94042300,CAC 40 Index
2019-06-20,5551.02978515625,5564.1298828125,5535.56982421875,5535.56982421875,5535.56982421875,91520000,CAC 40 Index
2019-06-21,5534.43017578125,5582.240234375,5518.39013671875,5528.330078125,5528.330078125,180857100,CAC 40 Index
2019-06-24,5534.35009765625,5547.10986328125,5514.14013671875,5521.7099609375,5521.7099609375,69081000,CAC 40 Index
2019-06-25,5499.81982421875,5523.56982421875,5499.64990234375,5514.56982421875,5514.56982421875,67601900,CAC 40 Index
2019-06-26,5504.669921875,5531.4501953125,5497.22021484375,5500.72021484375,5500.72021484375,72145100,CAC 40 Index
2019-06-27,5508.3798828125,5511.22021484375,5465.6201171875,5493.60986328125,5493.60986328125,68458200,CAC 40 Index
2019-06-28,5491.169921875,5545.06005859375,5486.27978515625,5538.97021484375,5538.97021484375,77991000,CAC 40 Index
2019-07-01,5584.1298828125,5611.27978515625,5567.91015625,5567.91015625,5567.91015625,70651600,CAC 40 Index
2019-07-02,5578.3798828125,5582.91015625,5556.759765625,5576.81982421875,5576.81982421875,67572900,CAC 40 Index
2019-07-03,5579.240234375,5618.81005859375,5579.0400390625,5618.81005859375,5618.81005859375,63296400,CAC 40 Index
2019-07-04,5622.7998046875,5629.7900390625,5613.02978515625,5620.72998046875,5620.72998046875,46168300,CAC 40 Index
2019-07-05,5613.919921875,5616.6298828125,5573.35009765625,5593.72021484375,5593.72021484375,63896500,CAC 40 Index
2019-07-08,5580.259765625,5598.97021484375,5572.77001953125,5589.18994140625,5589.18994140625,54984500,CAC 40 Index
2019-07-09,5578.33984375,5582.77001953125,5544.6201171875,5572.10009765625,5572.10009765625,62346600,CAC 40 Index
2019-07-10,5562.43994140625,5606.18017578125,5557.66015625,5567.58984375,5567.58984375,60776200,CAC 40 Index
2019-07-11,5589.68017578125,5592.2998046875,5548.9501953125,5551.9501953125,5551.9501953125,57476600,CAC 40 Index
2019-07-12,5559.16015625,5587.83984375,5552.580078125,5572.85986328125,5572.85986328125,60414500,CAC 40 Index
2019-07-15,5581.10986328125,5606.47998046875,5550.85986328125,5578.2099609375,5578.2099609375,53770000,CAC 40 Index
2019-07-16,5574.18017578125,5626.7900390625,5573.35986328125,5614.3798828125,5614.3798828125,66028700,CAC 40 Index
2019-07-17,5602.25,5621.2099609375,5567.85009765625,5571.7099609375,5571.7099609375,63754200,CAC 40 Index
2019-07-18,5538.02978515625,5585.81005859375,5533.47021484375,5550.5498046875,5550.5498046875,63265600,CAC 40 Index
2019-07-19,5580.990234375,5598.0,5534.25,5552.33984375,5552.33984375,65514600,CAC 40 Index
2019-07-22,5550.2998046875,5575.740234375,5545.60986328125,5567.02001953125,5567.02001953125,58118200,CAC 40 Index
2019-07-23,5590.60009765625,5638.66015625,5580.52001953125,5618.16015625,5618.16015625,77856100,CAC 40 Index
2019-07-24,5617.85986328125,5627.080078125,5583.14013671875,5605.8701171875,5605.8701171875,68914100,CAC 40 Index
2019-07-25,5646.72998046875,5672.77001953125,5549.66015625,5578.0498046875,5578.0498046875,106354900,CAC 40 Index
2019-07-26,5572.72021484375,5614.25,5568.830078125,5610.0498046875,5610.0498046875,71726800,CAC 40 Index
